transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
EKC33048	CGI_10012458	.	Pre	Post	12.12	DOWN	36.99	0.0180341	
CUFF.5130.1	CGI_10016291	.	Pre	Post	9.66	DOWN	36.16	0.00719642	
CUFF.7238.1	CGI_10028285	.	Pre	Post	17.78	DOWN	36.09	0.00719642	
CUFF.18905.1	CGI_10006683	.	Pre	Post	9.80	UP	34.25	0.0180341	
CUFF.1086.2	CGI_10001813	.	Pre	Post	4.15	UP	34.19	0.00719642	
CUFF.17130.1	CGI_10003083	.	Pre	Post	4.20	DOWN	34.19	0.0260753	
CUFF.5643.2	CGI_10023958	.	Pre	Post	8.53	UP	34.13	0.0180341	
EKC19378	CGI_10008702	.	Pre	Post	4.57	DOWN	34.12	0.0356942	
TCONS_00018346	XLOC_009396	-	Pre	Post	4.62	DOWN	34.09	0.0386115	
TCONS_00035679	XLOC_017396	CGI_10026626	Pre	Post	4.03	UP	33.66	0.0127885	
TCONS_00054332	XLOC_026206	CGI_10011402	Pre	Post	3.10	DOWN	33.57	0.029599	
CUFF.19592.4	CGI_10008041	.	Pre	Post	4.76	UP	33.53	0.0220033	
TCONS_00067714	XLOC_032350	-	Pre	Post	7.59	UP	33.14	0.0260753	
TCONS_00031075	XLOC_015177	-	Pre	Post	6.77	DOWN	32.85	0.00719642	
TCONS_00017154	XLOC_008787	CGI_10028651	Pre	Post	3.95	UP	32.27	0.0180341	
CUFF.27277.2	CGI_10022269	.	Pre	Post	6.36	DOWN	32.26	0.00719642	
EKC38075	CGI_10022749	.	Pre	Post	19.78	UP	30.99	0.0419165	
TCONS_00049711	XLOC_024168	-	Pre	Post	5.30	DOWN	30.90	0.00719642	
CUFF.6180.2	CGI_10025442	.	Pre	Post	5.14	DOWN	28.80	0.0127885	
TCONS_00036791	XLOC_017985	-	Pre	Post	6.49	UP	28.18	0.0127885	
EKC27227	CGI_10000860	.	Pre	Post	3.95	DOWN	28.02	0.00719642	
TCONS_00035053	XLOC_017062	-	Pre	Post	3.86	DOWN	27.99	0.00719642	
CUFF.19662.1	CGI_10008172	.	Pre	Post	3.23	DOWN	27.97	0.00719642	
EKC19363	CGI_10008686	.	Pre	Post	5.34	DOWN	27.97	0.0127885	
CUFF.11550.1	CGI_10020938	.	Pre	Post	3.48	DOWN	27.76	0.00719642	
EKC21982	CGI_10003000	.	Pre	Post	6.37	DOWN	27.76	0.00719642	
CUFF.23252.5	CGI_10014497	.	Pre	Post	6.56	DOWN	27.45	0.0447988	
EKC19967	CGI_10007129	.	Pre	Post	4.31	DOWN	27.45	0.00719642	
TCONS_00032439	XLOC_015786	-	Pre	Post	13.54	DOWN	27.21	0.00719642	
CUFF.25695.2	CGI_10020092	.	Pre	Post	3.79	DOWN	27.14	0.00719642	
CUFF.6327.1	CGI_10013828	.	Pre	Post	4.57	DOWN	26.95	0.00719642	
CUFF.16918.3	CGI_10003785	.	Pre	Post	4.53	DOWN	26.47	0.0329148	
TCONS_00042433	XLOC_020898	CGI_10026865	Pre	Post	3.38	UP	26.42	0.0220033	
TCONS_00009761	XLOC_005183	-	Pre	Post	7.43	DOWN	26.28	0.0260753	
CUFF.8350.1	CGI_10018628	.	Pre	Post	3.12	UP	26.19	0.0180341	
TCONS_00036020	XLOC_017564	CGI_10019358	Pre	Post	3.93	UP	25.98	0.0356942	
TCONS_00068877	XLOC_032879	-	Pre	Post	13.96	UP	25.49	0.00719642	
EKC19652	CGI_10008035	.	Pre	Post	6.11	DOWN	25.46	0.0386115	
EKC36043	CGI_10022434	.	Pre	Post	3.56	UP	25.19	0.0356942	
CUFF.27180.1	CGI_10007369	.	Pre	Post	4.20	UP	24.89	0.0329148	
CUFF.6621.1	CGI_10013259	.	Pre	Post	5.13	DOWN	24.87	0.0356942	
CUFF.4033.1	CGI_10024241	.	Pre	Post	4.37	DOWN	24.82	0.0356942	
TCONS_00023276	XLOC_011732	CGI_10013675	Pre	Post	4.80	UP	24.75	0.0127885	
CUFF.3264.1	CGI_10009348	.	Pre	Post	3.01	DOWN	24.70	0.00719642	
CUFF.23023.1	CGI_10022167	.	Pre	Post	4.96	DOWN	24.59	0.0220033	
TCONS_00020725	XLOC_010466	CGI_10010602	Pre	Post	5.64	DOWN	23.76	0.00719642	
CUFF.21740.1	CGI_10022778	.	Pre	Post	4.28	DOWN	23.73	0.00719642	
CUFF.7248.1	CGI_10028291	.	Pre	Post	4.00	UP	23.63	0.0329148	
CUFF.28068.1	CGI_10017426	.	Pre	Post	9.68	DOWN	23.54	0.00719642	
CUFF.26615.1	CGI_10024740	.	Pre	Post	3.35	DOWN	23.30	0.0356942	
CUFF.27423.2	CGI_10022260	.	Pre	Post	10.00	DOWN	22.91	0.0127885	
CUFF.23855.1	CGI_10018773	.	Pre	Post	4.82	DOWN	22.59	0.00719642	
CUFF.4947.1	CGI_10027737	.	Pre	Post	13.31	UP	22.46	0.0220033	
CUFF.9393.1	CGI_10008488	.	Pre	Post	4.30	DOWN	22.27	0.0356942	
CUFF.6418.2	CGI_10010105	.	Pre	Post	5.33	DOWN	21.83	0.0127885	
CUFF.6351.1	CGI_10026552	.	Pre	Post	2.82	DOWN	21.40	0.0260753	
EKC24981	CGI_10024038	.	Pre	Post	6.43	UP	21.08	0.029599	
CUFF.10619.1	CGI_10026280	.	Pre	Post	3.72	DOWN	21.06	0.0220033	
EKC19755	CGI_10007690	.	Pre	Post	5.43	DOWN	20.97	0.0478998	
CUFF.22917.8	CGI_10011205	.	Pre	Post	4.09	DOWN	20.81	0.0220033	
CUFF.22190.3	CGI_10012307	.	Pre	Post	4.46	DOWN	20.26	0.0447988	
CUFF.5637.1	CGI_10023954	.	Pre	Post	3.30	UP	20.02	0.0478998	
CUFF.2730.1	CGI_10001238	.	Pre	Post	5.25	DOWN	19.76	0.00719642	
CUFF.23046.2	CGI_10018362	.	Pre	Post	6.43	DOWN	19.75	0.00719642	
CUFF.11967.1	CGI_10021076	.	Pre	Post	12.24	DOWN	19.73	0.00719642	
TCONS_00024724	XLOC_012408	-	Pre	Post	5.80	UP	19.73	0.0127885	
EKC39583	CGI_10017222	.	Pre	Post	4.01	DOWN	19.47	0.0180341	
CUFF.1227.1	CGI_10020778	.	Pre	Post	9.62	DOWN	19.44	0.0478998	
CUFF.3168.1	CGI_10026197	.	Pre	Post	5.44	UP	19.42	0.00719642	
TCONS_00059246	XLOC_028437	-	Pre	Post	7.07	DOWN	19.24	0.0127885	
CUFF.28414.1	CGI_10027674	.	Pre	Post	3.21	DOWN	19.19	0.0180341	
CUFF.8095.1	CGI_10010255	.	Pre	Post	22.57	UP	18.64	0.029599	
CUFF.3167.1	CGI_10026196	.	Pre	Post	18.31	UP	18.63	0.00719642	
EKC42000	CGI_10028183	.	Pre	Post	6.82	DOWN	18.24	0.0419165	
EKC28422	CGI_10001203	.	Pre	Post	4.04	DOWN	17.73	0.00719642	
CUFF.10600.1	CGI_10015194	.	Pre	Post	2.76	DOWN	17.64	0.0260753	
CUFF.21365.1	CGI_10014130	.	Pre	Post	6.46	DOWN	17.44	0.0260753	
TCONS_00068528	XLOC_032716	-	Pre	Post	9.62	DOWN	17.14	0.00719642	
TCONS_00046603	XLOC_022823	-	Pre	Post	23.10	DOWN	17.10	0.00719642	
CUFF.10265.1	CGI_10014051	.	Pre	Post	2.77	UP	17.00	0.029599	
EKC35764	CGI_10013772	.	Pre	Post	7.24	UP	17.00	0.029599	
TCONS_00015629	XLOC_008027	CGI_10022905	Pre	Post	6.68	DOWN	16.72	0.029599	
CUFF.12515.3	CGI_10015818	.	Pre	Post	3.87	DOWN	16.71	0.0386115	
CUFF.12787.1	CGI_10027924	.	Pre	Post	6.12	UP	16.25	0.0329148	
CUFF.13431.1	CGI_10011696	.	Pre	Post	5.87	DOWN	16.18	0.00719642	
CUFF.6207.1	CGI_10005227	.	Pre	Post	5.45	DOWN	16.18	0.0127885	
TCONS_00000659	XLOC_000588	-	Pre	Post	2.94	UP	15.82	0.0447988	
TCONS_00057017	XLOC_027357	-	Pre	Post	3.53	UP	15.63	0.0419165	
CUFF.7805.4	CGI_10015072	.	Pre	Post	4.62	DOWN	15.51	0.0386115	
TCONS_00003661	XLOC_002282	-	Pre	Post	5.21	UP	15.29	0.0260753	
EKC17997	CGI_10016755	.	Pre	Post	4.00	DOWN	15.12	0.00719642	
CUFF.24159.2	CGI_10027602	.	Pre	Post	6.56	DOWN	15.05	0.00719642	
EKC29228	CGI_10027441	.	Pre	Post	7.16	DOWN	14.95	0.0386115	
TCONS_00068663	XLOC_032784	-	Pre	Post	15.90	UP	14.66	0.00719642	
TCONS_00023430	XLOC_011795	-	Pre	Post	20.72	DOWN	14.44	0.00719642	
CUFF.10910.1	CGI_10012605	.	Pre	Post	4.20	UP	14.41	0.0260753	
TCONS_00034498	XLOC_016784	-	Pre	Post	8.54	UP	14.34	0.0260753	
TCONS_00034355	XLOC_016711	-	Pre	Post	6.33	UP	14.11	0.029599	
CUFF.10105.1	CGI_10019932	.	Pre	Post	6.37	UP	13.85	0.00719642	
EKC17722	CGI_10000300	.	Pre	Post	4.86	DOWN	13.82	0.0220033	
CUFF.15451.3	CGI_10009712	.	Pre	Post	8.76	UP	13.65	0.0180341	
TCONS_00015323	XLOC_007876	-	Pre	Post	5.06	DOWN	13.55	0.0356942	
TCONS_00053983	XLOC_026059	CGI_10010787	Pre	Post	5.13	UP	13.25	0.00719642	
TCONS_00006329	XLOC_003578	tRNA-Thr	Pre	Post	10.16	UP	13.12	0.00719642	
CUFF.1994.2	CGI_10015740	.	Pre	Post	8.89	DOWN	12.76	0.0419165	
CUFF.16342.1	CGI_10003282	.	Pre	Post	6.99	UP	12.57	0.029599	
CUFF.23232.1	CGI_10026695	.	Pre	Post	7.51	DOWN	11.70	0.0220033	
CUFF.14040.2	CGI_10000886	.	Pre	Post	8.50	DOWN	11.32	0.0260753	
TCONS_00017405	XLOC_008898	-	Pre	Post	3.84	UP	11.21	0.0180341	
CUFF.28238.2	CGI_10019173	.	Pre	Post	6.26	UP	10.61	0.0356942	
EKC28988	CGI_10014988	.	Pre	Post	7.91	DOWN	10.40	0.00719642	
CUFF.4594.1	CGI_10002387	.	Pre	Post	19.42	UP	10.30	0.0127885	
CUFF.23925.1	CGI_10023132	.	Pre	Post	8.33	DOWN	10.26	0.0386115	
CUFF.5819.2	CGI_10016948	.	Pre	Post	9.37	DOWN	9.65	0.0329148	
EKC28500	CGI_10007576	.	Pre	Post	3.84	DOWN	9.52	0.00719642	
EKC29163	CGI_10024285	.	Pre	Post	8.03	DOWN	9.20	0.0478998	
EKC21044	CGI_10004704	.	Pre	Post	5.03	DOWN	8.68	0.0180341	
CUFF.18549.1	CGI_10006008	.	Pre	Post	6.69	DOWN	8.37	0.0419165	
TCONS_00001605	XLOC_001287	CGI_10000942	Pre	Post	6.41	DOWN	7.94	0.00719642	
CUFF.18611.1	CGI_10012155	.	Pre	Post	12.19	DOWN	7.65	0.00719642	
EKC20363	CGI_10006238	.	Pre	Post	3.18	UP	7.29	0.0447988	
CUFF.4148.2	CGI_10019745	.	Pre	Post	13.23	DOWN	5.69	0.0180341	
TCONS_00045098	XLOC_022115	-	Pre	Post	27.98	UP	5.63	0.0329148	
TCONS_00061433	XLOC_029425	-	Pre	Post	5.78	DOWN	5.60	0.0127885	
CUFF.24594.3	CGI_10016277	.	Pre	Post	6.57	UP	3.87	0.0447988	
