ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig4546	mRNA processing	RNA metabolism	P	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)
Haliotis_kam_contig4932	mRNA processing	RNA metabolism	P	Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (snRPB) (Sm protein B) (Sm-B) (SmB)
Haliotis_kam_contig4957	mRNA processing	RNA metabolism	P	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)
Haliotis_kam_contig5389	mRNA processing	RNA metabolism	P	PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)
Haliotis_kam_contig5709	mRNA processing	RNA metabolism	P	U6 snRNA-associated Sm-like protein LSm6
Haliotis_kam_contig5773	mRNA processing	RNA metabolism	P	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)
Haliotis_kam_contig6196	mRNA processing	RNA metabolism	P	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)
Haliotis_kam_contig6305	mRNA processing	RNA metabolism	P	"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)"
Haliotis_kam_contig643	mRNA processing	RNA metabolism	P	"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)"
Haliotis_kam_contig6648	mRNA processing	RNA metabolism	P	U6 snRNA-associated Sm-like protein LSm3
Haliotis_kam_contig8049	mRNA processing	RNA metabolism	P	Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor)
Haliotis_kam_contig8375	mRNA processing	RNA metabolism	P	"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)"
Haliotis_kam_contig8390	mRNA processing	RNA metabolism	P	RNA-binding protein 1
Haliotis_kam_contig8415	mRNA processing	RNA metabolism	P	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (DEAD box protein UAP56)
Haliotis_kam_contig8478	mRNA processing	RNA metabolism	P	Pre-mRNA-splicing factor SLU7
Haliotis_kam_contig8563	mRNA processing	RNA metabolism	P	13 kDa ribonucleoprotein-associated protein
Haliotis_kam_contig8606	mRNA processing	RNA metabolism	P	tRNA-splicing endonuclease subunit Sen54 (SEN54 homolog) (HsSEN54) (tRNA-intron endonuclease Sen54)
Haliotis_kam_contig879	mRNA processing	RNA metabolism	P	Spliceosome RNA helicase DDX39B homolog (EC 3.6.4.13) (DEAD box protein UAP56)
Haliotis_kam_contig5437	RNA catabolic process	RNA metabolism	P	Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A)
Haliotis_kam_contig1932	mRNA export from nucleus	transport	P	Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)
Haliotis_kam_contig268	mRNA export from nucleus	transport	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig3817	mRNA export from nucleus	transport	P	Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)
Haliotis_kam_contig6423	mRNA export from nucleus	transport	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig8375	mRNA export from nucleus	transport	P	"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)"
Haliotis_kam_contig8415	mRNA export from nucleus	transport	P	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (DEAD box protein UAP56)
Haliotis_kam_contig1679	rRNA export from nucleus	transport	P	40S ribosomal protein S10-A
Haliotis_kam_contig7228	rRNA export from nucleus	transport	P	40S ribosomal protein S2 (Omnipotent suppressor protein SUP44) (RP12) (S4) (YS5)
Haliotis_kam_contig1010	translation	protein metabolism	P	40S ribosomal protein S18
Haliotis_kam_contig102	translation	protein metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig1034	translation	protein metabolism	P	"50S ribosomal protein L32, chloroplastic"
Haliotis_kam_contig1043	translation	protein metabolism	P	"39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14)"
Haliotis_kam_contig1065	translation	protein metabolism	P	40S ribosomal protein S16
Haliotis_kam_contig1075	translation	protein metabolism	P	40S ribosomal protein S14
Haliotis_kam_contig1107	translation	protein metabolism	P	60S ribosomal protein L8
Haliotis_kam_contig1127	translation	protein metabolism	P	60S ribosomal protein L4 (L1)
Haliotis_kam_contig1210	translation	protein metabolism	P	Protein translation factor SUI1 homolog
Haliotis_kam_contig125	translation	protein metabolism	P	60S ribosomal protein L37a
Haliotis_kam_contig127	translation	protein metabolism	P	40S ribosomal protein S13
Haliotis_kam_contig1279	translation	protein metabolism	P	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)
Haliotis_kam_contig1284	translation	protein metabolism	P	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (eIF-4D)
Haliotis_kam_contig1304	translation	protein metabolism	P	40S ribosomal protein S16
Haliotis_kam_contig1306	translation	protein metabolism	P	Elongation factor 1-beta (EF-1-beta) (p30)
Haliotis_kam_contig1363	translation	protein metabolism	P	60S ribosomal protein L13a
Haliotis_kam_contig1367	translation	protein metabolism	P	40S ribosomal protein SA
Haliotis_kam_contig1390	translation	protein metabolism	P	40S ribosomal protein S5 (Fragment)
Haliotis_kam_contig145	translation	protein metabolism	P	40S ribosomal protein S4
Haliotis_kam_contig1458	translation	protein metabolism	P	60S ribosomal protein L27a
Haliotis_kam_contig146	translation	protein metabolism	P	60S ribosomal protein L17
Haliotis_kam_contig148	translation	protein metabolism	P	40S ribosomal protein S8
Haliotis_kam_contig149	translation	protein metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig1494	translation	protein metabolism	P	40S ribosomal protein S12
Haliotis_kam_contig1501	translation	protein metabolism	P	40S ribosomal protein S25 (S31)
Haliotis_kam_contig1518	translation	protein metabolism	P	40S ribosomal protein S20
Haliotis_kam_contig1565	translation	protein metabolism	P	40S ribosomal protein S3a
Haliotis_kam_contig157	translation	protein metabolism	P	40S ribosomal protein S23
Haliotis_kam_contig1592	translation	protein metabolism	P	60S ribosomal protein L34
Haliotis_kam_contig1621	translation	protein metabolism	P	Eukaryotic translation initiation factor 5A (eIF-5A)
Haliotis_kam_contig163	translation	protein metabolism	P	60S ribosomal protein L9
Haliotis_kam_contig172	translation	protein metabolism	P	60S ribosomal protein L18
Haliotis_kam_contig1745	translation	protein metabolism	P	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]
Haliotis_kam_contig190	translation	protein metabolism	P	60S ribosomal protein L10
Haliotis_kam_contig203	translation	protein metabolism	P	40S ribosomal protein S17
Haliotis_kam_contig2083	translation	protein metabolism	P	"39S ribosomal protein L27, mitochondrial (L27mt) (MRP-L27)"
Haliotis_kam_contig209	translation	protein metabolism	P	40S ribosomal protein S16
Haliotis_kam_contig2119	translation	protein metabolism	P	40S ribosomal protein S18
Haliotis_kam_contig213	translation	protein metabolism	P	40S ribosomal protein S6
Haliotis_kam_contig216	translation	protein metabolism	P	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
Haliotis_kam_contig2160	translation	protein metabolism	P	60S ribosomal protein L26
Haliotis_kam_contig218	translation	protein metabolism	P	60S acidic ribosomal protein P1 (eL12'/ eL12'-P)
Haliotis_kam_contig2201	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (eIF-3 p48)
Haliotis_kam_contig221	translation	protein metabolism	P	40S ribosomal protein S29
Haliotis_kam_contig2227	translation	protein metabolism	P	"39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15)"
Haliotis_kam_contig2245	translation	protein metabolism	P	40S ribosomal protein S4 (40S ribosomal protein S7)
Haliotis_kam_contig2266	translation	protein metabolism	P	60S ribosomal protein L23A
Haliotis_kam_contig2271	translation	protein metabolism	P	60S ribosomal protein L13
Haliotis_kam_contig2297	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)
Haliotis_kam_contig2337	translation	protein metabolism	P	60S ribosomal protein L23
Haliotis_kam_contig2349	translation	protein metabolism	P	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1)
Haliotis_kam_contig2365	translation	protein metabolism	P	60S ribosomal protein L37
Haliotis_kam_contig237	translation	protein metabolism	P	40S ribosomal protein S30
Haliotis_kam_contig239	translation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig2408	translation	protein metabolism	P	40S ribosomal protein S17-3
Haliotis_kam_contig242	translation	protein metabolism	P	60S ribosomal protein L27a
Haliotis_kam_contig243	translation	protein metabolism	P	60S ribosomal protein L5
Haliotis_kam_contig247	translation	protein metabolism	P	60S ribosomal protein L44 (60S ribosomal protein L41)
Haliotis_kam_contig2475	translation	protein metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig2547	translation	protein metabolism	P	40S ribosomal protein S24-B
Haliotis_kam_contig255	translation	protein metabolism	P	40S ribosomal protein S19
Haliotis_kam_contig262	translation	protein metabolism	P	60S ribosomal protein L23a
Haliotis_kam_contig2639	translation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha) (14 nm filament-associated protein)
Haliotis_kam_contig2651	translation	protein metabolism	P	"28S ribosomal protein S21, mitochondrial (MRP-S21) (S21mt)"
Haliotis_kam_contig2661	translation	protein metabolism	P	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)
Haliotis_kam_contig2705	translation	protein metabolism	P	40S ribosomal protein S13-1
Haliotis_kam_contig272	translation	protein metabolism	P	40S ribosomal protein S3-A (S1A)
Haliotis_kam_contig274	translation	protein metabolism	P	40S ribosomal protein S11
Haliotis_kam_contig278	translation	protein metabolism	P	40S ribosomal protein SA
Haliotis_kam_contig2801	translation	protein metabolism	P	60S ribosomal protein L5
Haliotis_kam_contig281	translation	protein metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig2820	translation	protein metabolism	P	60S ribosomal protein L12-3
Haliotis_kam_contig2823	translation	protein metabolism	P	60S ribosomal protein L17
Haliotis_kam_contig2830	translation	protein metabolism	P	60S ribosomal protein L15
Haliotis_kam_contig2871	translation	protein metabolism	P	60S ribosomal protein L36a (60S ribosomal protein L44)
Haliotis_kam_contig289	translation	protein metabolism	P	40S ribosomal protein S20
Haliotis_kam_contig2900	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)
Haliotis_kam_contig2931	translation	protein metabolism	P	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2)
Haliotis_kam_contig296	translation	protein metabolism	P	60S ribosomal protein L9
Haliotis_kam_contig297	translation	protein metabolism	P	60S ribosomal protein L26
Haliotis_kam_contig301	translation	protein metabolism	P	40S ribosomal protein S12
Haliotis_kam_contig303	translation	protein metabolism	P	60S ribosomal protein L32
Haliotis_kam_contig3042	translation	protein metabolism	P	40S ribosomal protein S15a
Haliotis_kam_contig3043	translation	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig3124	translation	protein metabolism	P	ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29)
Haliotis_kam_contig316	translation	protein metabolism	P	40S ribosomal protein S15a
Haliotis_kam_contig3185	translation	protein metabolism	P	40S ribosomal protein S6
Haliotis_kam_contig32	translation	protein metabolism	P	60S ribosomal protein L13
Haliotis_kam_contig3242	translation	protein metabolism	P	40S ribosomal protein S2-2
Haliotis_kam_contig3255	translation	protein metabolism	P	60S ribosomal protein L32
Haliotis_kam_contig329	translation	protein metabolism	P	40S ribosomal protein S15 (RIG protein)
Haliotis_kam_contig330	translation	protein metabolism	P	60S ribosomal protein L6
Haliotis_kam_contig3356	translation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig3368	translation	protein metabolism	P	"28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)"
Haliotis_kam_contig34	translation	protein metabolism	P	60S ribosomal protein L10a
Haliotis_kam_contig3441	translation	protein metabolism	P	Ribosomal protein L3
Haliotis_kam_contig3478	translation	protein metabolism	P	Ubiquitin-40S ribosomal protein S27a-1 [Cleaved into: Ubiquitin; 40S ribosomal protein S27a-1]
Haliotis_kam_contig3480	translation	protein metabolism	P	60S ribosomal protein L22
Haliotis_kam_contig3543	translation	protein metabolism	P	40S ribosomal protein S23
Haliotis_kam_contig355	translation	protein metabolism	P	60S ribosomal protein L7
Haliotis_kam_contig3560	translation	protein metabolism	P	40S ribosomal protein S30
Haliotis_kam_contig357	translation	protein metabolism	P	40S ribosomal protein S15
Haliotis_kam_contig3585	translation	protein metabolism	P	40S ribosomal protein S20
Haliotis_kam_contig37	translation	protein metabolism	P	60S ribosomal protein L23 (L17A)
Haliotis_kam_contig3732	translation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig3737	translation	protein metabolism	P	60S ribosomal protein L38
Haliotis_kam_contig3777	translation	protein metabolism	P	60S ribosomal protein L6
Haliotis_kam_contig379	translation	protein metabolism	P	60S ribosomal protein L35
Haliotis_kam_contig3865	translation	protein metabolism	P	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
Haliotis_kam_contig3885	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)
Haliotis_kam_contig3907	translation	protein metabolism	P	40S ribosomal protein S7
Haliotis_kam_contig3913	translation	protein metabolism	P	"39S ribosomal protein L33, mitochondrial (L33mt) (MRP-L33)"
Haliotis_kam_contig397	translation	protein metabolism	P	60S ribosomal protein L34 (L31)
Haliotis_kam_contig4030	translation	protein metabolism	P	"28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2)"
Haliotis_kam_contig4059	translation	protein metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig4070	translation	protein metabolism	P	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)
Haliotis_kam_contig4090	translation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig410	translation	protein metabolism	P	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)
Haliotis_kam_contig4121	translation	protein metabolism	P	"28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt)"
Haliotis_kam_contig414	translation	protein metabolism	P	40S ribosomal protein S3a (Lysine-rich protein KRP-A)
Haliotis_kam_contig4187	translation	protein metabolism	P	60S ribosomal protein L12
Haliotis_kam_contig423	translation	protein metabolism	P	60S ribosomal protein L8
Haliotis_kam_contig4235	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit I (eIF3i)
Haliotis_kam_contig435	translation	protein metabolism	P	60S ribosomal protein L27
Haliotis_kam_contig437	translation	protein metabolism	P	40S ribosomal protein S8
Haliotis_kam_contig4407	translation	protein metabolism	P	60S ribosomal protein L39
Haliotis_kam_contig4437	translation	protein metabolism	P	40S ribosomal protein S19G (Eliminated protein NO. 1)
Haliotis_kam_contig4439	translation	protein metabolism	P	60S ribosomal protein L27a
Haliotis_kam_contig448	translation	protein metabolism	P	40S ribosomal protein S9
Haliotis_kam_contig4486	translation	protein metabolism	P	60S ribosomal protein L18
Haliotis_kam_contig452	translation	protein metabolism	P	60S ribosomal protein L19
Haliotis_kam_contig455	translation	protein metabolism	P	60S ribosomal protein L22 (Heparin-binding protein HBp15)
Haliotis_kam_contig457	translation	protein metabolism	P	"28S ribosomal protein S14, mitochondrial (MRP-S14) (S14mt)"
Haliotis_kam_contig464	translation	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig4641	translation	protein metabolism	P	"30S ribosomal protein S16, chloroplastic"
Haliotis_kam_contig468	translation	protein metabolism	P	60S ribosomal protein L38
Haliotis_kam_contig4697	translation	protein metabolism	P	60S ribosomal protein L29
Haliotis_kam_contig474	translation	protein metabolism	P	60S ribosomal protein L14
Haliotis_kam_contig4742	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)
Haliotis_kam_contig4770	translation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)
Haliotis_kam_contig4777	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25)
Haliotis_kam_contig4876	translation	protein metabolism	P	60S ribosomal protein L19-2
Haliotis_kam_contig490	translation	protein metabolism	P	40S ribosomal protein S28
Haliotis_kam_contig4908	translation	protein metabolism	P	60S ribosomal protein L8
Haliotis_kam_contig4951	translation	protein metabolism	P	60S ribosomal protein L44
Haliotis_kam_contig4973	translation	protein metabolism	P	40S ribosomal protein S19-1
Haliotis_kam_contig5050	translation	protein metabolism	P	40S ribosomal protein S27-2
Haliotis_kam_contig5072	translation	protein metabolism	P	40S ribosomal protein S9-1
Haliotis_kam_contig51	translation	protein metabolism	P	60S ribosomal protein L14
Haliotis_kam_contig5154	translation	protein metabolism	P	"39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19)"
Haliotis_kam_contig520	translation	protein metabolism	P	40S ribosomal protein S27-like
Haliotis_kam_contig521	translation	protein metabolism	P	60S ribosomal protein L29
Haliotis_kam_contig5232	translation	protein metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig527	translation	protein metabolism	P	60S ribosomal protein L36
Haliotis_kam_contig53	translation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha)
Haliotis_kam_contig533	translation	protein metabolism	P	60S ribosomal protein L19
Haliotis_kam_contig5408	translation	protein metabolism	P	"39S ribosomal protein L2, mitochondrial (L2mt) (MRP-L2)"
Haliotis_kam_contig5411	translation	protein metabolism	P	40S ribosomal protein S8
Haliotis_kam_contig5414	translation	protein metabolism	P	60S ribosomal protein L27
Haliotis_kam_contig5447	translation	protein metabolism	P	60S ribosomal protein L31
Haliotis_kam_contig5532	translation	protein metabolism	P	Translation initiation factor eIF-2B subunit beta (S20I15) (eIF-2B GDP-GTP exchange factor subunit beta)
Haliotis_kam_contig5533	translation	protein metabolism	P	60S ribosomal protein L28
Haliotis_kam_contig555	translation	protein metabolism	P	60S ribosomal protein L36
Haliotis_kam_contig560	translation	protein metabolism	P	40S ribosomal protein S24
Haliotis_kam_contig5604	translation	protein metabolism	P	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)
Haliotis_kam_contig563	translation	protein metabolism	P	60S ribosomal protein L35
Haliotis_kam_contig5642	translation	protein metabolism	P	60S ribosomal protein L6
Haliotis_kam_contig5668	translation	protein metabolism	P	"28S ribosomal protein S10, mitochondrial (MRP-S10) (S10mt)"
Haliotis_kam_contig5681	translation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha)
Haliotis_kam_contig5687	translation	protein metabolism	P	Elongation factor 1-delta (EF-1-delta)
Haliotis_kam_contig57	translation	protein metabolism	P	Probable 60S ribosomal protein L37-A
Haliotis_kam_contig5728	translation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)
Haliotis_kam_contig5742	translation	protein metabolism	P	40S ribosomal protein S24
Haliotis_kam_contig5783	translation	protein metabolism	P	60S ribosomal protein L36
Haliotis_kam_contig579	translation	protein metabolism	P	60S ribosomal protein L35a
Haliotis_kam_contig58	translation	protein metabolism	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig581	translation	protein metabolism	P	60S ribosomal protein L35a
Haliotis_kam_contig5876	translation	protein metabolism	P	60S ribosomal protein L17
Haliotis_kam_contig5925	translation	protein metabolism	P	40S ribosomal protein S9-A (RP21) (S13) (YP28) (YS11)
Haliotis_kam_contig594	translation	protein metabolism	P	60S ribosomal protein L11
Haliotis_kam_contig5951	translation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig5966	translation	protein metabolism	P	60S ribosomal protein L34-1
Haliotis_kam_contig60	translation	protein metabolism	P	40S ribosomal protein S7 (S8)
Haliotis_kam_contig6018	translation	protein metabolism	P	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]
Haliotis_kam_contig6132	translation	protein metabolism	P	60S ribosomal protein L37a
Haliotis_kam_contig6173	translation	protein metabolism	P	60S ribosomal protein L8
Haliotis_kam_contig6176	translation	protein metabolism	P	60S ribosomal protein L23a
Haliotis_kam_contig62	translation	protein metabolism	P	40S ribosomal protein S12
Haliotis_kam_contig6259	translation	protein metabolism	P	40S ribosomal protein S15
Haliotis_kam_contig630	translation	protein metabolism	P	60S ribosomal protein L11 (L21)
Haliotis_kam_contig631	translation	protein metabolism	P	40S ribosomal protein S2
Haliotis_kam_contig6313	translation	protein metabolism	P	40S ribosomal protein S25 (S31)
Haliotis_kam_contig6322	translation	protein metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
Haliotis_kam_contig6399	translation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 3 (Eukaryotic translation initiation factor 2 subunit gamma) (eIF-2-gamma)
Haliotis_kam_contig6474	translation	protein metabolism	P	"39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49)"
Haliotis_kam_contig6666	translation	protein metabolism	P	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)
Haliotis_kam_contig667	translation	protein metabolism	P	60S ribosomal protein L30
Haliotis_kam_contig6758	translation	protein metabolism	P	"Eukaryotic translation initiation factor 1A, Y-chromosomal (eIF-1A Y isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)"
Haliotis_kam_contig6794	translation	protein metabolism	P	40S ribosomal protein S15a (Ribosomal protein S24)
Haliotis_kam_contig683	translation	protein metabolism	P	40S ribosomal protein S11
Haliotis_kam_contig6854	translation	protein metabolism	P	60S ribosomal protein L37
Haliotis_kam_contig6863	translation	protein metabolism	P	Eukaryotic translation initiation factor 5 (eIF-5)
Haliotis_kam_contig6891	translation	protein metabolism	P	"Elongation factor Tu, chloroplastic (EF-Tu)"
Haliotis_kam_contig69	translation	protein metabolism	P	60S ribosomal protein L3
Haliotis_kam_contig690	translation	protein metabolism	P	60S ribosomal protein L10
Haliotis_kam_contig6939	translation	protein metabolism	P	60S ribosomal protein L36a (60S ribosomal protein L44)
Haliotis_kam_contig7	translation	protein metabolism	P	60S ribosomal protein L31
Haliotis_kam_contig7083	translation	protein metabolism	P	60S ribosomal protein L31
Haliotis_kam_contig710	translation	protein metabolism	P	60S ribosomal protein L7
Haliotis_kam_contig714	translation	protein metabolism	P	60S ribosomal protein L28
Haliotis_kam_contig72	translation	protein metabolism	P	40S ribosomal protein S18
Haliotis_kam_contig7200	translation	protein metabolism	P	60S ribosomal protein L9-1
Haliotis_kam_contig7228	translation	protein metabolism	P	40S ribosomal protein S2 (Omnipotent suppressor protein SUP44) (RP12) (S4) (YS5)
Haliotis_kam_contig7282	translation	protein metabolism	P	60S ribosomal protein L10 (QM protein homolog) (dQM)
Haliotis_kam_contig7352	translation	protein metabolism	P	60S ribosomal protein L32
Haliotis_kam_contig7440	translation	protein metabolism	P	60S ribosomal protein L30
Haliotis_kam_contig747	translation	protein metabolism	P	60S ribosomal protein L4
Haliotis_kam_contig7566	translation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha)
Haliotis_kam_contig7569	translation	protein metabolism	P	Ribosomal protein L3
Haliotis_kam_contig760	translation	protein metabolism	P	40S ribosomal protein S3
Haliotis_kam_contig7630	translation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig7632	translation	protein metabolism	P	40S ribosomal protein S20
Haliotis_kam_contig7710	translation	protein metabolism	P	Eukaryotic initiation factor 4A-6 (eIF-4A-6) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-6) (Fragment)
Haliotis_kam_contig776	translation	protein metabolism	P	60S ribosomal protein L23
Haliotis_kam_contig7793	translation	protein metabolism	P	60S ribosomal protein L13-1 (Protein BBC1 homolog)
Haliotis_kam_contig7796	translation	protein metabolism	P	"39S ribosomal protein L34, mitochondrial (L34mt) (MRP-L34)"
Haliotis_kam_contig7857	translation	protein metabolism	P	60S ribosomal protein L18-3
Haliotis_kam_contig7868	translation	protein metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
Haliotis_kam_contig7871	translation	protein metabolism	P	"39S ribosomal protein L30, mitochondrial (L30mt) (MRP-L30)"
Haliotis_kam_contig7923	translation	protein metabolism	P	60S ribosomal protein L11 (L21)
Haliotis_kam_contig7942	translation	protein metabolism	P	"39S ribosomal protein L55, mitochondrial (L55mt) (MRP-L55)"
Haliotis_kam_contig7946	translation	protein metabolism	P	60S ribosomal protein L14
Haliotis_kam_contig8	translation	protein metabolism	P	60S ribosomal protein L24
Haliotis_kam_contig80	translation	protein metabolism	P	60S ribosomal protein L39
Haliotis_kam_contig8016	translation	protein metabolism	P	60S ribosomal protein L21-1
Haliotis_kam_contig8039	translation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)
Haliotis_kam_contig8091	translation	protein metabolism	P	60S ribosomal protein L3
Haliotis_kam_contig810	translation	protein metabolism	P	Elongation factor 1-beta (EF-1-beta)
Haliotis_kam_contig8163	translation	protein metabolism	P	60S ribosomal protein L7-3
Haliotis_kam_contig82	translation	protein metabolism	P	60S ribosomal protein L10a
Haliotis_kam_contig8285	translation	protein metabolism	P	"39S ribosomal protein L23, mitochondrial (L23mt) (MRP-L23)"
Haliotis_kam_contig8358	translation	protein metabolism	P	40S ribosomal protein S13-2
