Haliotis_kam_contig3642	autophagic vacuole formation	stress response	P	Ubiquitin-like protein ATG12 (Autophagy-related protein 12) (APG12-like)
Haliotis_kam_contig5564	innate immune response	stress response	P	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
Haliotis_kam_contig61	regulation of innate immune response	stress response	P	Fucolectin-1
Haliotis_kam_contig4929	positive regulation of innate immune response	stress response	P	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C)
Haliotis_kam_contig2010	positive regulation of DNA repair	stress response	P	CCAAT/enhancer-binding protein gamma (C/EBP gamma) (Granulocyte colony-stimulating factor promoter element 1-binding protein) (GPE1-BP) (GPE1-binding protein) (Immunoglobulin enhancer-binding protein 1) (IG/EBP-1)
Haliotis_kam_contig3969	active induction of host immune response by virus	stress response	P	"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6)"
Haliotis_kam_contig1164	response to axon injury	stress response	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig1099	regulation of inflammatory response	stress response	P	N-lysine methyltransferase SETD6 (EC 2.1.1.-) (SET domain-containing protein 6)
Haliotis_kam_contig7314	defense response to Gram-negative bacterium	stress response	P	Apoptosis 2 inhibitor (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2) (dIAP2)
Haliotis_kam_contig7891	defense response to Gram-negative bacterium	stress response	P	Apoptosis 2 inhibitor (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2) (dIAP2)
Haliotis_kam_contig6979	defense response to virus	stress response	P	"Integrin alpha-X (CD11 antigen-like family member C) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c)"
